160	1.2	0
-2.094395	2.404280	-0.174044
2.380392	2.500101	-0.120466
rec.job281250.bl.pdb	1.414	6.276	-1.876
lig.job281250.bl.pdb	1.842	0.852	-2.713
0.785398	2.180315	-1.357379	154	60	145	1130.423
2.617994	1.134497	-1.109631	132	33	136	1103.764
0.523599	1.194549	-0.801900	13	52	142	1102.904
0.261799	1.325504	-1.671296	4	40	128	1098.377
1.832596	0.203748	0.590255	125	36	148	1094.803
-0.785398	1.128190	-2.288622	152	34	125	1093.696
0.523599	0.297065	2.160177	124	33	148	1089.067
1.832596	0.709924	0.218797	128	40	153	1069.147
2.094395	0.615174	-0.666022	140	41	139	1057.199
-0.523599	1.128190	-2.288622	150	33	125	1055.950
-1.308997	0.080730	-2.622036	128	39	144	1043.464
2.356194	0.615174	-0.666022	135	41	139	1041.609
2.356194	0.866955	-0.931351	136	37	136	1036.257
-2.617994	0.379747	-1.713059	135	43	136	1017.740
-2.356194	0.379747	-1.713059	133	37	136	1015.937
1.308997	0.418037	1.360082	122	31	155	1010.373
0.261799	1.194549	-0.801900	18	47	142	1009.179
0.523599	0.866955	-0.931351	16	45	138	1008.586
0.523599	1.696674	-1.253233	6	54	138	1004.638
-3.141593	0.866955	-0.931351	128	27	137	1004.292
2.879793	1.134497	-1.109631	131	28	136	1003.949
-0.523599	0.866395	-2.492918	142	30	127	1002.079
1.832596	0.496451	0.593859	123	35	155	999.639
-0.785398	0.866395	-2.492918	142	33	127	999.608
0.523599	2.153910	-1.714959	151	56	141	991.904
1.570796	0.496451	0.593859	129	40	150	989.602
0.785398	1.904882	-1.478089	154	55	138	988.856
2.879793	0.290380	-0.796960	129	41	143	987.608
2.094395	0.619654	-2.216909	11	44	134	985.662
-1.570796	0.640596	-2.797608	135	39	139	985.083
-3.141593	0.850607	-1.335383	137	32	131	984.146
-1.832596	2.637879	2.121598	1	58	3	983.526
2.094395	0.203748	0.590255	123	29	148	980.808
2.879793	0.615174	-0.666022	126	33	143	971.484
0.523599	1.134497	-1.109631	10	46	136	970.306
2.094395	0.960688	-0.577532	132	41	144	970.218
1.047198	2.153910	-1.714959	139	51	141	969.664
0.261799	0.960688	-0.577532	19	47	145	968.198
-1.047198	0.080730	-2.622036	127	32	141	966.513
1.832596	1.846342	-1.796954	130	29	135	960.402
0.261799	1.214854	-1.966664	157	35	126	959.292
-1.832596	0.619654	-2.216909	140	37	130	957.962
-1.570796	0.080730	-2.622036	131	45	143	956.145
1.570796	2.396274	-1.959260	124	33	145	954.966
2.094395	0.866955	-0.931351	140	41	136	947.639
-0.523599	2.187132	-0.479875	30	27	9	946.499
-2.094395	2.637879	2.121598	8	56	3	944.769
0.785398	0.418037	1.360082	128	46	154	942.648
0.523599	2.041297	-2.664597	128	39	142	940.701
-0.261799	2.299159	2.264663	125	33	6	938.496
0.000000	1.699788	2.452890	124	34	154	937.798
-1.047198	1.374601	-2.456031	156	42	127	937.769
2.617994	0.866955	-0.931351	132	37	137	937.572
0.261799	2.164094	-2.991358	126	42	151	935.213
0.785398	1.433411	-1.035986	5	55	139	935.147
1.832596	0.831641	0.616218	123	35	3	931.851
1.570796	0.203748	0.590255	127	44	149	931.148
2.094395	0.458961	-0.107937	131	40	144	929.861
0.785398	2.588535	-2.976617	123	27	151	928.899
0.523599	1.325504	-1.671296	1	42	128	928.769
2.879793	0.866955	-0.931351	130	32	137	928.670
-0.261799	2.379497	0.561089	12	20	29	926.221
-0.523599	0.914445	2.687814	130	41	143	926.071
1.570796	2.153910	-1.714959	129	40	140	925.019
-2.094395	0.685216	-1.712745	132	28	135	924.672
-1.308997	1.168678	2.108595	8	59	11	924.200
-0.785398	1.374601	-2.456031	154	42	127	923.869
-0.523599	0.419640	2.974122	138	40	137	922.960
0.523599	1.413347	-1.339188	8	47	133	922.796
0.785398	1.741644	-2.695914	129	29	137	921.937
1.308997	1.413347	-1.339188	12	42	137	921.521
-3.141593	0.290380	-0.796960	127	35	142	920.526
0.785398	0.297065	2.160177	124	25	147	920.220
0.785398	1.696674	-1.253233	0	56	138	919.030
0.523599	1.617114	-1.572037	0	49	132	917.709
2.356194	2.089241	-0.114193	131	35	16	917.629
1.832596	2.187132	-0.479875	133	44	11	917.275
-1.047198	0.370812	-2.547742	132	33	135	916.358
2.879793	1.135834	-1.431087	137	37	131	911.711
2.094395	1.134497	-1.109631	140	54	144	910.901
0.261799	2.153910	-1.714959	156	60	146	909.354
1.570796	1.617114	-1.572037	136	41	135	909.129
-1.832596	1.870545	-2.976234	18	48	141	905.301
-0.785398	1.135813	-2.658866	145	42	128	905.130
0.261799	1.904882	-1.478089	1	57	144	904.981
-0.523599	1.218453	2.777284	128	39	155	904.120
0.000000	1.194549	-0.801900	21	43	142	903.873
0.785398	2.153910	-1.714959	145	54	141	903.443
0.261799	0.762244	-0.273349	29	36	2	902.782
0.000000	0.419640	2.974122	126	28	142	902.021
1.047198	1.756530	-2.105156	135	36	133	900.564
-1.047198	1.135813	-2.658866	148	43	128	899.250
-2.094395	0.992645	-1.723759	138	25	132	898.629
1.047198	2.579248	-2.364801	123	37	151	897.990
-0.785398	1.391910	3.030322	133	43	149	897.195
0.261799	1.134497	-1.109631	14	42	136	896.644
1.570796	1.135834	-1.431087	146	43	133	895.668
-1.308997	2.299159	2.264663	151	59	0	895.086
1.308997	2.664082	-1.071402	144	60	156	894.094
-2.094395	2.393226	1.857173	3	56	7	893.972
0.000000	0.762244	-0.273349	22	45	148	893.961
-0.523599	1.374601	-2.456031	150	41	127	893.632
0.523599	1.135834	-1.431087	8	41	129	892.832
-1.570796	2.299159	2.264663	159	59	0	892.076
0.785398	1.135834	-1.431087	6	43	130	890.583
-1.570796	1.870545	-2.976234	14	53	141	890.320
-2.356194	0.914445	2.687814	28	39	149	889.497
-0.261799	2.719179	-1.780644	24	46	153	889.382
0.261799	2.760637	2.781135	123	28	159	888.798
2.094395	0.899350	-2.069907	2	44	131	888.458
0.000000	0.591903	2.010408	134	53	154	888.255
-2.879793	0.379747	-1.713059	140	47	136	888.250
1.832596	0.961715	0.014085	128	43	156	888.217
2.094395	1.194549	-0.801900	136	55	152	887.391
2.356194	1.413347	-1.339188	135	45	140	887.308
-1.832596	2.984978	1.954446	155	59	4	886.285
1.047198	2.063651	-2.044600	134	43	136	884.543
0.261799	1.374601	-2.456031	142	30	127	883.499
-2.094395	0.379747	-1.713059	130	32	135	882.853
1.047198	0.418037	1.360082	126	38	152	882.704
2.617994	0.615174	-0.666022	131	36	139	881.924
-0.785398	1.050534	3.042579	136	41	136	880.864
1.570796	2.180315	-1.357379	140	57	152	880.553
2.094395	2.180315	-1.357379	131	46	148	880.300
-2.356194	0.685216	-1.712745	137	32	130	880.073
-1.308997	0.370812	-2.547742	132	38	136	879.866
1.570796	2.456751	-1.503343	136	55	155	876.331
0.000000	0.992645	-1.723759	5	30	126	875.491
-2.617994	0.992645	-1.723759	142	32	127	875.385
1.047198	2.396274	-1.959260	131	47	145	874.868
-1.308997	1.440580	2.260026	4	60	10	874.414
-0.261799	2.295480	1.008277	0	24	33	873.985
-0.261799	0.866395	-2.492918	142	27	127	872.191
1.308997	0.674054	1.013609	125	39	1	871.925
1.570796	1.545873	-1.877082	138	33	131	871.711
1.047198	0.906588	1.252948	126	41	6	870.786
2.617994	0.762244	-0.273349	122	32	149	869.932
-0.523599	1.440580	2.260026	150	58	7	868.687
-0.523599	1.135813	-2.658866	143	39	128	867.711
1.832596	1.128190	-2.288622	1	36	128	867.148
0.523599	1.433411	-1.035986	10	53	140	866.676
-0.261799	1.554776	0.100351	37	26	5	866.640
0.785398	1.545873	-1.877082	148	43	129	866.452
